customer_id,monthly_charges,churn_probability,actual_churn,risk_level,value_level,segment
C0340,85.42,0.4431392399094843,No,Medium Risk,High Value,Medium Risk / High Value
C0341,55.47,0.5672529948722627,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0342,87.58,0.4242192032371424,Yes,Medium Risk,High Value,Medium Risk / High Value
C0343,43.14,0.4490166226833718,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0344,73.13,0.5302889685463484,Yes,Medium Risk,High Value,Medium Risk / High Value
C0345,70.05,0.526763376357891,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0346,89.67,0.252853932496104,No,Low Risk,High Value,Low Risk / High Value
C0347,98.02,0.6268694972493734,Yes,High Risk,High Value,High Risk / High Value
C0348,111.69,0.6250016327857827,Yes,High Risk,High Value,High Risk / High Value
C0349,35.96,0.3098574582628504,No,Low Risk,Low Value,Low Risk / Low Value
C0350,41.37,0.1275536224413764,Yes,Low Risk,Low Value,Low Risk / Low Value
C0351,117.38,0.4723127555275892,Yes,Medium Risk,High Value,Medium Risk / High Value
C0352,100.56,0.21574279053093937,No,Low Risk,High Value,Low Risk / High Value
C0353,95.25,0.7730085567635242,Yes,High Risk,High Value,High Risk / High Value
C0354,35.39,0.21109752770898496,No,Low Risk,Low Value,Low Risk / Low Value
C0355,84.15,0.7052581817436318,No,High Risk,High Value,High Risk / High Value
C0356,102.44,0.48785677250308174,No,Medium Risk,High Value,Medium Risk / High Value
C0357,36.91,0.724189344587593,Yes,High Risk,Low Value,High Risk / Low Value
C0358,70.07,0.2841349929210015,No,Low Risk,Low Value,Low Risk / Low Value
C0359,98.09,0.46404225031156393,Yes,Medium Risk,High Value,Medium Risk / High Value
C0360,80.32,0.6452148376916762,Yes,High Risk,High Value,High Risk / High Value
C0361,85.04,0.5715867928113804,Yes,Medium Risk,High Value,Medium Risk / High Value
C0362,45.86,0.797435080693936,Yes,High Risk,Low Value,High Risk / Low Value
C0363,77.69,0.3948822146003324,Yes,Low Risk,High Value,Low Risk / High Value
C0364,49.34,0.3456776935850353,Yes,Low Risk,Low Value,Low Risk / Low Value
C0365,86.18,0.6134538774311649,Yes,High Risk,High Value,High Risk / High Value
C0366,103.15,0.7214585153807362,Yes,High Risk,High Value,High Risk / High Value
C0367,34.82,0.5053331408390466,No,Medium Risk,Low Value,Medium Risk / Low Value
C0368,42.57,0.26782089117328106,No,Low Risk,Low Value,Low Risk / Low Value
C0369,101.25,0.35103821953622943,No,Low Risk,High Value,Low Risk / High Value
C0370,89.34,0.4335321149473811,No,Medium Risk,High Value,Medium Risk / High Value
C0371,99.65,0.40719379957487456,Yes,Medium Risk,High Value,Medium Risk / High Value
C0372,67.42,0.11410334633085825,No,Low Risk,Low Value,Low Risk / Low Value
C0373,117.7,0.5269093138019049,Yes,Medium Risk,High Value,Medium Risk / High Value
C0374,72.97,0.3152158418104439,No,Low Risk,High Value,Low Risk / High Value
C0375,75.05,0.5972162882916626,Yes,Medium Risk,High Value,Medium Risk / High Value
C0376,30.63,0.7347435911210688,Yes,High Risk,Low Value,High Risk / Low Value
C0377,61.5,0.36024178344134533,Yes,Low Risk,Low Value,Low Risk / Low Value
C0378,87.56,0.7501159178266175,Yes,High Risk,High Value,High Risk / High Value
C0379,27.93,0.5542900612841034,No,Medium Risk,Low Value,Medium Risk / Low Value
C0380,95.51,0.33291007968008196,Yes,Low Risk,High Value,Low Risk / High Value
C0381,118.77,0.5313351071416799,Yes,Medium Risk,High Value,Medium Risk / High Value
C0382,98.59,0.6493145336672193,Yes,High Risk,High Value,High Risk / High Value
C0383,79.95,0.3846248644387937,Yes,Low Risk,High Value,Low Risk / High Value
C0384,113.54,0.704942539812887,Yes,High Risk,High Value,High Risk / High Value
C0385,101.96,0.5869779178149103,Yes,Medium Risk,High Value,Medium Risk / High Value
C0386,58.67,0.6243341571281564,Yes,High Risk,Low Value,High Risk / Low Value
C0387,77.39,0.5396009543659224,No,Medium Risk,High Value,Medium Risk / High Value
C0388,114.6,0.5179493630631431,Yes,Medium Risk,High Value,Medium Risk / High Value
C0389,88.43,0.16946242997100316,No,Low Risk,High Value,Low Risk / High Value
C0390,61.54,0.5052872060164739,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0391,29.7,0.6952226807343009,No,High Risk,Low Value,High Risk / Low Value
C0392,119.25,0.48684959483156837,Yes,Medium Risk,High Value,Medium Risk / High Value
C0393,93.09,0.6978653959109838,Yes,High Risk,High Value,High Risk / High Value
C0394,60.27,0.5533166343087854,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0395,119.15,0.18979399782332695,No,Low Risk,High Value,Low Risk / High Value
C0396,75.35,0.684410715081147,Yes,High Risk,High Value,High Risk / High Value
C0397,93.5,0.42895552672944964,Yes,Medium Risk,High Value,Medium Risk / High Value
C0398,48.56,0.3303273249225782,No,Low Risk,Low Value,Low Risk / Low Value
C0399,39.63,0.23617526912676323,No,Low Risk,Low Value,Low Risk / Low Value
C0400,36.46,0.709621090832399,Yes,High Risk,Low Value,High Risk / Low Value
C0401,97.27,0.37490847688814827,No,Low Risk,High Value,Low Risk / High Value
C0402,53.28,0.6324432433798755,Yes,High Risk,Low Value,High Risk / Low Value
C0403,51.97,0.3305258014443661,Yes,Low Risk,Low Value,Low Risk / Low Value
C0404,88.05,0.6860912858046603,Yes,High Risk,High Value,High Risk / High Value
C0405,25.45,0.4956651755299873,No,Medium Risk,Low Value,Medium Risk / Low Value
C0406,59.83,0.29482784040225396,No,Low Risk,Low Value,Low Risk / Low Value
C0407,84.16,0.4991402053782024,No,Medium Risk,High Value,Medium Risk / High Value
C0408,107.13,0.1576675335296044,No,Low Risk,High Value,Low Risk / High Value
C0409,50.6,0.4271421759450279,No,Medium Risk,Low Value,Medium Risk / Low Value
C0410,98.32,0.7897938972915712,Yes,High Risk,High Value,High Risk / High Value
C0411,41.77,0.15678634803822203,No,Low Risk,Low Value,Low Risk / Low Value
C0412,102.96,0.1626303587202373,Yes,Low Risk,High Value,Low Risk / High Value
C0413,52.61,0.41205480063884314,No,Medium Risk,Low Value,Medium Risk / Low Value
C0414,21.07,0.5259553329478616,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0415,33.84,0.25418345128682246,No,Low Risk,Low Value,Low Risk / Low Value
C0416,87.35,0.11924718870429545,No,Low Risk,High Value,Low Risk / High Value
C0417,57.64,0.7953865809043045,Yes,High Risk,Low Value,High Risk / Low Value
C0418,107.62,0.35420831635777406,No,Low Risk,High Value,Low Risk / High Value
C0419,119.43,0.45513987085231983,No,Medium Risk,High Value,Medium Risk / High Value
C0420,106.14,0.5489743206383256,Yes,Medium Risk,High Value,Medium Risk / High Value
C0421,59.86,0.0733914267426847,No,Low Risk,Low Value,Low Risk / Low Value
C0422,50.78,0.45428825275307166,No,Medium Risk,Low Value,Medium Risk / Low Value
C0423,73.7,0.31272085707920017,No,Low Risk,High Value,Low Risk / High Value
C0424,52.63,0.4094788061967887,No,Medium Risk,Low Value,Medium Risk / Low Value
C0425,41.23,0.6777810945662474,Yes,High Risk,Low Value,High Risk / Low Value
C0426,95.45,0.38313860517329124,No,Low Risk,High Value,Low Risk / High Value
C0427,60.15,0.3659491869187363,Yes,Low Risk,Low Value,Low Risk / Low Value
C0428,114.78,0.4229353246189204,No,Medium Risk,High Value,Medium Risk / High Value
C0429,113.81,0.6650503775935246,No,High Risk,High Value,High Risk / High Value
C0430,79.65,0.49703857864952783,Yes,Medium Risk,High Value,Medium Risk / High Value
C0431,102.4,0.7059444716435469,Yes,High Risk,High Value,High Risk / High Value
C0432,105.37,0.2533130386397725,No,Low Risk,High Value,Low Risk / High Value
C0433,44.56,0.5320901476151216,No,Medium Risk,Low Value,Medium Risk / Low Value
C0434,107.66,0.5827993337971927,No,Medium Risk,High Value,Medium Risk / High Value
C0435,24.96,0.14874352754695633,No,Low Risk,Low Value,Low Risk / Low Value
C0436,111.72,0.4868027666838978,No,Medium Risk,High Value,Medium Risk / High Value
C0437,74.46,0.8298989685545314,Yes,High Risk,High Value,High Risk / High Value
C0438,86.17,0.5723007449451468,No,Medium Risk,High Value,Medium Risk / High Value
C0439,67.51,0.8063276120378188,Yes,High Risk,Low Value,High Risk / Low Value
C0440,33.84,0.7546415269300663,Yes,High Risk,Low Value,High Risk / Low Value
C0441,37.84,0.8032188702440168,No,High Risk,Low Value,High Risk / Low Value
C0442,88.04,0.5599173149690204,Yes,Medium Risk,High Value,Medium Risk / High Value
C0443,90.43,0.4293494312673685,Yes,Medium Risk,High Value,Medium Risk / High Value
C0444,50.28,0.7565002967886368,Yes,High Risk,Low Value,High Risk / Low Value
C0445,79.17,0.558471613227121,No,Medium Risk,High Value,Medium Risk / High Value
C0446,58.56,0.4772725843775134,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0447,103.64,0.5455649666884966,Yes,Medium Risk,High Value,Medium Risk / High Value
C0448,81.42,0.7695638013083477,Yes,High Risk,High Value,High Risk / High Value
C0449,118.12,0.7283758074896608,No,High Risk,High Value,High Risk / High Value
C0450,59.33,0.5693728931151382,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0451,106.86,0.22689941646672282,No,Low Risk,High Value,Low Risk / High Value
C0452,29.56,0.32281598458415756,No,Low Risk,Low Value,Low Risk / Low Value
C0453,29.96,0.39580587269157647,Yes,Low Risk,Low Value,Low Risk / Low Value
C0454,96.63,0.5745346977961427,Yes,Medium Risk,High Value,Medium Risk / High Value
C0455,87.64,0.3454418046207376,No,Low Risk,High Value,Low Risk / High Value
C0456,115.21,0.726268374286287,No,High Risk,High Value,High Risk / High Value
C0457,111.32,0.6366455514045929,Yes,High Risk,High Value,High Risk / High Value
C0458,53.22,0.6518530546699948,Yes,High Risk,Low Value,High Risk / Low Value
C0459,118.29,0.794899733321385,Yes,High Risk,High Value,High Risk / High Value
C0460,47.4,0.3261765393341845,No,Low Risk,Low Value,Low Risk / Low Value
C0461,31.82,0.49544387333396783,No,Medium Risk,Low Value,Medium Risk / Low Value
C0462,20.74,0.42180653803105395,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0463,106.44,0.36630338815846974,No,Low Risk,High Value,Low Risk / High Value
C0464,92.69,0.40024909001112197,No,Medium Risk,High Value,Medium Risk / High Value
C0465,39.27,0.512630581957757,No,Medium Risk,Low Value,Medium Risk / Low Value
C0466,68.52,0.1633771724771638,No,Low Risk,Low Value,Low Risk / Low Value
C0467,22.18,0.4141370071129279,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0468,73.55,0.4489990354753019,No,Medium Risk,High Value,Medium Risk / High Value
C0469,109.04,0.5443879161367303,Yes,Medium Risk,High Value,Medium Risk / High Value
C0470,63.96,0.45982043946775825,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0471,87.97,0.1602353324408699,No,Low Risk,High Value,Low Risk / High Value
C0472,115.58,0.3548490661105785,Yes,Low Risk,High Value,Low Risk / High Value
C0473,49.54,0.3824348985615607,Yes,Low Risk,Low Value,Low Risk / Low Value
C0474,53.58,0.5231310785741905,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0475,71.29,0.4224400865711841,No,Medium Risk,High Value,Medium Risk / High Value
C0476,33.14,0.5610538182795862,No,Medium Risk,Low Value,Medium Risk / Low Value
C0477,52.1,0.39775868831066047,No,Low Risk,Low Value,Low Risk / Low Value
C0478,91.12,0.3318993778590211,No,Low Risk,High Value,Low Risk / High Value
C0479,79.61,0.6193311487406682,No,High Risk,High Value,High Risk / High Value
C0480,39.91,0.6088639698046002,No,High Risk,Low Value,High Risk / Low Value
C0481,56.67,0.7466828821700038,Yes,High Risk,Low Value,High Risk / Low Value
C0482,94.66,0.6103327794824868,Yes,High Risk,High Value,High Risk / High Value
C0483,64.42,0.18522332488624288,No,Low Risk,Low Value,Low Risk / Low Value
C0484,65.8,0.7475357035651233,Yes,High Risk,Low Value,High Risk / Low Value
C0485,22.71,0.5546468856145702,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0486,36.36,0.559527830133197,No,Medium Risk,Low Value,Medium Risk / Low Value
C0487,100.68,0.4598579757228418,No,Medium Risk,High Value,Medium Risk / High Value
C0488,34.55,0.7302270754277014,No,High Risk,Low Value,High Risk / Low Value
C0489,41.99,0.29803126610149683,Yes,Low Risk,Low Value,Low Risk / Low Value
C0490,105.82,0.3737573916713865,No,Low Risk,High Value,Low Risk / High Value
C0491,54.78,0.36725037222577206,No,Low Risk,Low Value,Low Risk / Low Value
C0492,29.7,0.4744440119141421,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0493,111.39,0.6859141587997147,Yes,High Risk,High Value,High Risk / High Value
C0494,79.77,0.8246613592398782,Yes,High Risk,High Value,High Risk / High Value
C0495,55.19,0.27947817277203973,No,Low Risk,Low Value,Low Risk / Low Value
C0496,72.71,0.48471605136910445,No,Medium Risk,High Value,Medium Risk / High Value
C0497,40.29,0.5018528283693828,No,Medium Risk,Low Value,Medium Risk / Low Value
C0498,88.94,0.30174723675375587,Yes,Low Risk,High Value,Low Risk / High Value
C0499,52.23,0.18367620526777995,No,Low Risk,Low Value,Low Risk / Low Value
C0500,115.39,0.8442091239204329,Yes,High Risk,High Value,High Risk / High Value
C0501,42.23,0.13259645369332437,No,Low Risk,Low Value,Low Risk / Low Value
C0502,36.54,0.20405458339126778,No,Low Risk,Low Value,Low Risk / Low Value
C0503,110.7,0.4403715695750407,No,Medium Risk,High Value,Medium Risk / High Value
C0504,30.47,0.5042851309953965,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0505,55.41,0.14818359490670432,No,Low Risk,Low Value,Low Risk / Low Value
C0506,103.24,0.24992559675188117,No,Low Risk,High Value,Low Risk / High Value
C0507,98.07,0.6472649125179276,Yes,High Risk,High Value,High Risk / High Value
C0508,107.47,0.495768985057836,Yes,Medium Risk,High Value,Medium Risk / High Value
C0509,57.53,0.6563827331238578,Yes,High Risk,Low Value,High Risk / Low Value
C0510,101.97,0.36092575978275065,No,Low Risk,High Value,Low Risk / High Value
C0511,116.44,0.07681417992352307,No,Low Risk,High Value,Low Risk / High Value
C0512,61.62,0.66227323298556,No,High Risk,Low Value,High Risk / Low Value
C0513,90.86,0.26762290814217315,Yes,Low Risk,High Value,Low Risk / High Value
C0514,63.21,0.3342577666273806,No,Low Risk,Low Value,Low Risk / Low Value
C0515,107.35,0.5472501894180284,No,Medium Risk,High Value,Medium Risk / High Value
C0516,96.24,0.5329328877622486,No,Medium Risk,High Value,Medium Risk / High Value
C0517,93.22,0.7299527977584577,Yes,High Risk,High Value,High Risk / High Value
C0518,74.12,0.6863490458058211,No,High Risk,High Value,High Risk / High Value
C0519,65.11,0.4665524290921457,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0520,83.15,0.5265437928634502,Yes,Medium Risk,High Value,Medium Risk / High Value
C0521,112.66,0.7006514039659396,Yes,High Risk,High Value,High Risk / High Value
C0522,48.94,0.3389075810077606,No,Low Risk,Low Value,Low Risk / Low Value
C0523,88.47,0.42770770119377854,No,Medium Risk,High Value,Medium Risk / High Value
C0524,119.8,0.7290875538364429,Yes,High Risk,High Value,High Risk / High Value
C0525,33.4,0.4249623414842432,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0526,99.13,0.37758807549901047,No,Low Risk,High Value,Low Risk / High Value
C0527,21.7,0.25855612838482955,No,Low Risk,Low Value,Low Risk / Low Value
C0528,65.96,0.406968406509298,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0529,81.31,0.4310027500181923,No,Medium Risk,High Value,Medium Risk / High Value
C0530,93.5,0.6129248186910472,Yes,High Risk,High Value,High Risk / High Value
C0531,30.19,0.4570715436086889,No,Medium Risk,Low Value,Medium Risk / Low Value
C0532,58.51,0.14436752062726757,No,Low Risk,Low Value,Low Risk / Low Value
C0533,67.45,0.5747618116689411,No,Medium Risk,Low Value,Medium Risk / Low Value
C0534,113.45,0.6237228418249756,No,High Risk,High Value,High Risk / High Value
C0535,66.07,0.45186117606365955,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0536,69.75,0.6073313400371337,No,High Risk,Low Value,High Risk / Low Value
C0537,78.34,0.23634814765688997,Yes,Low Risk,High Value,Low Risk / High Value
C0538,43.44,0.5043747816259214,No,Medium Risk,Low Value,Medium Risk / Low Value
C0539,92.86,0.39182476429814456,Yes,Low Risk,High Value,Low Risk / High Value
C0540,86.7,0.550915178013422,No,Medium Risk,High Value,Medium Risk / High Value
C0541,30.84,0.6248243343846738,No,High Risk,Low Value,High Risk / Low Value
C0542,26.29,0.21836879569345635,Yes,Low Risk,Low Value,Low Risk / Low Value
C0543,45.47,0.8047490915297564,Yes,High Risk,Low Value,High Risk / Low Value
C0544,76.16,0.5904466334030152,Yes,Medium Risk,High Value,Medium Risk / High Value
C0545,49.72,0.3044759426284332,No,Low Risk,Low Value,Low Risk / Low Value
C0546,40.93,0.35235424913554886,No,Low Risk,Low Value,Low Risk / Low Value
C0547,108.88,0.43663680047985165,Yes,Medium Risk,High Value,Medium Risk / High Value
C0548,39.04,0.451637425892901,No,Medium Risk,Low Value,Medium Risk / Low Value
C0549,37.45,0.2538532724732594,Yes,Low Risk,Low Value,Low Risk / Low Value
C0550,95.69,0.2804743829517425,No,Low Risk,High Value,Low Risk / High Value
C0551,23.72,0.48137431219570315,No,Medium Risk,Low Value,Medium Risk / Low Value
C0552,106.36,0.7014995681466334,Yes,High Risk,High Value,High Risk / High Value
C0553,104.95,0.4952745758309101,Yes,Medium Risk,High Value,Medium Risk / High Value
C0554,50.29,0.6819084881796533,No,High Risk,Low Value,High Risk / Low Value
C0555,90.32,0.6398187600852575,No,High Risk,High Value,High Risk / High Value
C0556,68.38,0.14486894020435437,No,Low Risk,Low Value,Low Risk / Low Value
C0557,55.94,0.5756811558151255,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0558,44.31,0.40037833080799773,No,Medium Risk,Low Value,Medium Risk / Low Value
C0559,106.82,0.13398431041791653,No,Low Risk,High Value,Low Risk / High Value
C0560,104.85,0.6764193798509198,No,High Risk,High Value,High Risk / High Value
C0561,39.27,0.5343555165165061,No,Medium Risk,Low Value,Medium Risk / Low Value
C0562,84.56,0.5230486051804324,No,Medium Risk,High Value,Medium Risk / High Value
C0563,119.06,0.5348310643722268,No,Medium Risk,High Value,Medium Risk / High Value
C0564,108.86,0.5962036003515409,Yes,Medium Risk,High Value,Medium Risk / High Value
C0565,58.56,0.6257632771387611,Yes,High Risk,Low Value,High Risk / Low Value
C0566,96.68,0.16304351946056342,No,Low Risk,High Value,Low Risk / High Value
C0567,32.61,0.2859835854737211,No,Low Risk,Low Value,Low Risk / Low Value
C0568,75.17,0.7976941283620053,Yes,High Risk,High Value,High Risk / High Value
C0569,89.11,0.24667217825618137,No,Low Risk,High Value,Low Risk / High Value
C0570,84.75,0.3828169226693699,No,Low Risk,High Value,Low Risk / High Value
C0571,21.0,0.3602581558943848,No,Low Risk,Low Value,Low Risk / Low Value
C0572,116.6,0.42400707417444344,No,Medium Risk,High Value,Medium Risk / High Value
C0573,48.68,0.22518684003521378,No,Low Risk,Low Value,Low Risk / Low Value
C0574,92.72,0.12215098000373448,No,Low Risk,High Value,Low Risk / High Value
C0575,55.95,0.4895938593672061,No,Medium Risk,Low Value,Medium Risk / Low Value
C0576,38.85,0.3020663916268873,No,Low Risk,Low Value,Low Risk / Low Value
C0577,72.18,0.538834717644725,No,Medium Risk,High Value,Medium Risk / High Value
C0578,38.38,0.3464356115310646,No,Low Risk,Low Value,Low Risk / Low Value
C0579,108.13,0.7542657252728344,No,High Risk,High Value,High Risk / High Value
C0580,67.07,0.5465808853078769,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0581,45.2,0.6030293990770922,Yes,High Risk,Low Value,High Risk / Low Value
C0582,98.19,0.16568517411013678,No,Low Risk,High Value,Low Risk / High Value
C0583,72.45,0.6013565539734692,Yes,High Risk,High Value,High Risk / High Value
C0584,74.93,0.295333448241146,No,Low Risk,High Value,Low Risk / High Value
C0585,89.74,0.5024562741318024,No,Medium Risk,High Value,Medium Risk / High Value
C0586,61.8,0.5401761672346771,No,Medium Risk,Low Value,Medium Risk / Low Value
C0587,53.2,0.30091225114469,No,Low Risk,Low Value,Low Risk / Low Value
C0588,107.45,0.45235690309922877,Yes,Medium Risk,High Value,Medium Risk / High Value
C0589,40.78,0.5672684922371731,No,Medium Risk,Low Value,Medium Risk / Low Value
C0590,22.49,0.5326520227229229,No,Medium Risk,Low Value,Medium Risk / Low Value
C0591,63.87,0.2820471990402388,No,Low Risk,Low Value,Low Risk / Low Value
C0592,94.57,0.47113016154881765,Yes,Medium Risk,High Value,Medium Risk / High Value
C0593,86.45,0.5537462731768558,No,Medium Risk,High Value,Medium Risk / High Value
C0594,87.92,0.3890234405144224,No,Low Risk,High Value,Low Risk / High Value
C0595,119.92,0.4392566378772731,No,Medium Risk,High Value,Medium Risk / High Value
C0596,31.28,0.6752424138759342,Yes,High Risk,Low Value,High Risk / Low Value
C0597,68.19,0.5598606513893586,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0598,59.85,0.5387826160695331,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0599,66.44,0.7917172347092285,Yes,High Risk,Low Value,High Risk / Low Value
C0600,70.87,0.46813183516166973,No,Medium Risk,Low Value,Medium Risk / Low Value
C0601,25.99,0.3861408146734813,No,Low Risk,Low Value,Low Risk / Low Value
C0602,81.91,0.8093009010661233,No,High Risk,High Value,High Risk / High Value
C0603,60.13,0.3699904420894634,Yes,Low Risk,Low Value,Low Risk / Low Value
C0604,110.9,0.566209647815018,Yes,Medium Risk,High Value,Medium Risk / High Value
C0605,82.0,0.7015557540687757,Yes,High Risk,High Value,High Risk / High Value
C0606,105.45,0.4121694064804613,No,Medium Risk,High Value,Medium Risk / High Value
C0607,109.62,0.5313347869289965,No,Medium Risk,High Value,Medium Risk / High Value
C0608,57.72,0.11682901783122333,No,Low Risk,Low Value,Low Risk / Low Value
C0609,101.22,0.41144675045570606,No,Medium Risk,High Value,Medium Risk / High Value
C0610,29.35,0.6314617181990633,Yes,High Risk,Low Value,High Risk / Low Value
C0611,24.7,0.5504815533174144,No,Medium Risk,Low Value,Medium Risk / Low Value
C0612,108.75,0.7381979389316472,Yes,High Risk,High Value,High Risk / High Value
C0613,56.22,0.19661284634723278,Yes,Low Risk,Low Value,Low Risk / Low Value
C0614,97.12,0.10443942112201976,Yes,Low Risk,High Value,Low Risk / High Value
C0615,23.11,0.5636994487929143,No,Medium Risk,Low Value,Medium Risk / Low Value
C0616,38.68,0.4214566073494418,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0617,39.15,0.563826971669715,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0618,80.38,0.2657870786221969,No,Low Risk,High Value,Low Risk / High Value
C0619,119.68,0.3401278028984968,No,Low Risk,High Value,Low Risk / High Value
C0620,33.55,0.4084099151780136,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0621,66.01,0.49603392745420377,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0622,27.44,0.26445849866225357,No,Low Risk,Low Value,Low Risk / Low Value
C0623,84.81,0.8121214577614799,Yes,High Risk,High Value,High Risk / High Value
C0624,52.01,0.5410388221750458,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0625,86.41,0.665188572164254,No,High Risk,High Value,High Risk / High Value
C0626,21.08,0.46854696590700806,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0627,114.51,0.6497867925128313,No,High Risk,High Value,High Risk / High Value
C0628,114.58,0.6051622712984333,Yes,High Risk,High Value,High Risk / High Value
C0629,30.4,0.32882447725400493,No,Low Risk,Low Value,Low Risk / Low Value
C0630,82.92,0.566772929994556,No,Medium Risk,High Value,Medium Risk / High Value
C0631,94.97,0.5370296157239813,Yes,Medium Risk,High Value,Medium Risk / High Value
C0632,112.22,0.3962925214016062,No,Low Risk,High Value,Low Risk / High Value
C0633,33.11,0.8462862090273545,Yes,High Risk,Low Value,High Risk / Low Value
C0634,60.66,0.8069406569757123,Yes,High Risk,Low Value,High Risk / Low Value
C0635,113.77,0.49287537064256637,No,Medium Risk,High Value,Medium Risk / High Value
C0636,76.16,0.44915661546737146,No,Medium Risk,High Value,Medium Risk / High Value
C0637,97.96,0.3169582693982143,No,Low Risk,High Value,Low Risk / High Value
C0638,103.32,0.7113929522783222,Yes,High Risk,High Value,High Risk / High Value
C0639,60.88,0.14084703561497794,No,Low Risk,Low Value,Low Risk / Low Value
C0640,63.02,0.190925177496204,No,Low Risk,Low Value,Low Risk / Low Value
C0641,74.49,0.578799174391724,Yes,Medium Risk,High Value,Medium Risk / High Value
C0642,68.75,0.6715710531473077,Yes,High Risk,Low Value,High Risk / Low Value
C0643,98.93,0.7358590868727943,Yes,High Risk,High Value,High Risk / High Value
C0644,106.76,0.6684649886021137,Yes,High Risk,High Value,High Risk / High Value
C0645,75.37,0.11990838844251055,No,Low Risk,High Value,Low Risk / High Value
C0646,54.98,0.08495469841493264,Yes,Low Risk,Low Value,Low Risk / Low Value
C0647,118.49,0.6936494089838785,Yes,High Risk,High Value,High Risk / High Value
C0648,93.17,0.7214044727234206,Yes,High Risk,High Value,High Risk / High Value
C0649,36.36,0.42182321986093346,No,Medium Risk,Low Value,Medium Risk / Low Value
C0650,117.59,0.7849091618855957,No,High Risk,High Value,High Risk / High Value
C0651,50.14,0.4627183344435975,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0652,63.38,0.5022166476254755,No,Medium Risk,Low Value,Medium Risk / Low Value
C0653,85.31,0.5946138867215613,Yes,Medium Risk,High Value,Medium Risk / High Value
C0654,22.3,0.4121317845222897,No,Medium Risk,Low Value,Medium Risk / Low Value
C0655,90.79,0.6671186291124593,Yes,High Risk,High Value,High Risk / High Value
C0656,80.78,0.15641414637212653,No,Low Risk,High Value,Low Risk / High Value
C0657,81.42,0.39141155651907394,Yes,Low Risk,High Value,Low Risk / High Value
C0658,64.67,0.1867886355475993,No,Low Risk,Low Value,Low Risk / Low Value
C0659,30.94,0.0771446719179518,No,Low Risk,Low Value,Low Risk / Low Value
C0660,117.15,0.5309978602564766,No,Medium Risk,High Value,Medium Risk / High Value
C0661,116.16,0.6982462724354387,Yes,High Risk,High Value,High Risk / High Value
C0662,113.11,0.17511462165130715,Yes,Low Risk,High Value,Low Risk / High Value
C0663,90.13,0.2515260333011428,No,Low Risk,High Value,Low Risk / High Value
C0664,43.84,0.517225556357186,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0665,72.86,0.7573639815121974,No,High Risk,High Value,High Risk / High Value
C0666,23.77,0.12805089840721906,No,Low Risk,Low Value,Low Risk / Low Value
C0667,87.18,0.24643443811631935,No,Low Risk,High Value,Low Risk / High Value
C0668,24.78,0.29086521359505846,No,Low Risk,Low Value,Low Risk / Low Value
C0669,110.4,0.37448273290893586,No,Low Risk,High Value,Low Risk / High Value
C0670,44.53,0.4821058127642497,No,Medium Risk,Low Value,Medium Risk / Low Value
C0671,85.06,0.696801931162467,No,High Risk,High Value,High Risk / High Value
C0672,52.66,0.24657083383985232,No,Low Risk,Low Value,Low Risk / Low Value
C0673,79.18,0.2956379761770866,No,Low Risk,High Value,Low Risk / High Value
C0674,23.84,0.46667780635556605,No,Medium Risk,Low Value,Medium Risk / Low Value
C0675,108.28,0.4294325884671292,Yes,Medium Risk,High Value,Medium Risk / High Value
C0676,93.96,0.21975310522960506,No,Low Risk,High Value,Low Risk / High Value
C0677,32.68,0.5018654200762267,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0678,54.02,0.3207686608440317,Yes,Low Risk,Low Value,Low Risk / Low Value
C0679,89.53,0.6838920979964909,Yes,High Risk,High Value,High Risk / High Value
