customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,monthly_charges,total_charges,payment_method,internet_service,tech_support,online_security,paperless_billing,churn
C0260,Male,0,No,No,22,Month-to-month,79.06,1739.32,Bank transfer,Fiber optic,Yes,No,No,No
C0261,Female,0,Yes,No,17,One year,49.66,844.22,Electronic check,Fiber optic,No,Yes,Yes,Yes
C0262,Male,0,Yes,Yes,15,One year,66.17,992.55,Electronic check,No,No,No,No,Yes
C0263,Female,0,Yes,No,52,Month-to-month,31.89,1658.28,Electronic check,Fiber optic,No,No,Yes,Yes
C0264,Female,0,Yes,No,18,Month-to-month,98.22,1767.96,Bank transfer,DSL,No,No,No,Yes
C0265,Male,0,No,Yes,49,Month-to-month,62.96,3085.04,Mailed check,DSL,No,Yes,No,No
C0266,Male,0,Yes,No,20,One year,82.5,1650.0,Mailed check,DSL,No,No,Yes,No
C0267,Female,0,No,No,12,Month-to-month,50.68,608.16,Mailed check,Fiber optic,No,Yes,No,Yes
C0268,Female,0,No,No,19,One year,27.21,516.99,Bank transfer,DSL,Yes,No,No,No
C0269,Female,0,No,Yes,20,Month-to-month,47.63,952.6,Electronic check,Fiber optic,No,Yes,Yes,Yes
C0270,Female,0,No,No,41,Month-to-month,71.97,2950.77,Mailed check,DSL,No,No,No,No
C0271,Female,0,No,No,39,Month-to-month,112.55,4389.45,Bank transfer,DSL,No,No,Yes,No
C0272,Female,0,Yes,Yes,27,One year,90.66,2447.82,Electronic check,Fiber optic,Yes,Yes,Yes,No
C0273,Male,0,Yes,No,59,One year,108.3,6389.7,Credit card,DSL,No,No,No,No
C0274,Female,0,No,No,1,Month-to-month,92.57,92.57,Mailed check,Fiber optic,No,Yes,No,Yes
C0275,Female,0,Yes,Yes,25,Month-to-month,45.87,1146.75,Electronic check,Fiber optic,No,Yes,Yes,Yes
C0276,Male,0,No,Yes,39,Month-to-month,107.75,4202.25,Electronic check,Fiber optic,Yes,Yes,Yes,Yes
C0277,Female,0,Yes,No,62,One year,87.29,5411.98,Bank transfer,DSL,No,No,No,No
C0278,Male,0,Yes,No,65,Month-to-month,118.77,7720.05,Bank transfer,DSL,No,No,Yes,No
C0279,Male,0,No,Yes,9,Month-to-month,98.74,888.66,Credit card,Fiber optic,No,No,No,Yes
C0280,Male,0,No,Yes,63,Month-to-month,64.39,4056.57,Mailed check,DSL,Yes,No,Yes,No
C0281,Female,0,Yes,No,38,One year,46.02,1748.76,Electronic check,DSL,Yes,Yes,Yes,No
C0282,Male,0,No,No,68,Month-to-month,50.98,3466.64,Bank transfer,DSL,No,No,Yes,Yes
C0283,Male,1,No,No,55,Two year,52.67,2896.85,Electronic check,Fiber optic,No,No,No,Yes
C0284,Male,0,Yes,No,41,Two year,87.69,3595.29,Mailed check,No,No,No,Yes,No
C0285,Female,0,Yes,No,23,Month-to-month,94.06,2163.38,Mailed check,No,No,No,Yes,No
C0286,Female,0,Yes,No,10,One year,78.21,782.1,Bank transfer,DSL,Yes,Yes,Yes,No
C0287,Female,0,Yes,No,9,Month-to-month,62.89,566.01,Mailed check,Fiber optic,No,No,Yes,Yes
C0288,Male,0,Yes,Yes,48,One year,31.72,1522.56,Electronic check,DSL,Yes,No,Yes,No
C0289,Female,0,No,Yes,65,Month-to-month,99.28,6453.2,Credit card,DSL,No,No,No,Yes
C0290,Male,0,Yes,No,56,Two year,102.14,5719.84,Mailed check,No,No,Yes,No,No
C0291,Female,0,Yes,No,11,Month-to-month,58.78,646.58,Mailed check,No,No,Yes,Yes,No
C0292,Female,0,Yes,Yes,57,Two year,65.05,3707.85,Mailed check,Fiber optic,No,Yes,No,No
C0293,Male,0,No,No,59,One year,57.45,3389.55,Mailed check,Fiber optic,Yes,Yes,No,Yes
C0294,Male,0,No,No,61,Month-to-month,24.87,1517.07,Mailed check,Fiber optic,No,No,Yes,Yes
C0295,Female,0,Yes,No,64,One year,58.66,3754.24,Credit card,Fiber optic,Yes,Yes,Yes,No
C0296,Female,0,No,No,62,Month-to-month,67.39,4178.18,Credit card,Fiber optic,Yes,Yes,Yes,No
C0297,Male,0,No,No,11,Month-to-month,27.7,304.7,Credit card,Fiber optic,Yes,No,No,Yes
C0298,Male,0,No,No,67,One year,52.45,3514.15,Credit card,DSL,Yes,No,Yes,No
C0299,Female,0,No,No,23,Two year,98.67,2269.41,Electronic check,Fiber optic,No,Yes,Yes,Yes
C0300,Female,1,No,No,5,One year,105.81,529.05,Bank transfer,Fiber optic,No,Yes,Yes,No
C0301,Male,1,Yes,No,54,One year,116.73,6303.42,Electronic check,No,No,No,No,Yes
C0302,Female,0,No,Yes,13,Month-to-month,22.24,289.12,Credit card,Fiber optic,No,No,Yes,No
C0303,Male,0,Yes,No,49,One year,23.89,1170.61,Electronic check,No,No,No,No,No
C0304,Male,0,No,No,19,Month-to-month,90.74,1724.06,Mailed check,Fiber optic,Yes,No,No,Yes
C0305,Female,0,Yes,No,21,Two year,84.95,1783.95,Bank transfer,No,No,No,Yes,Yes
C0306,Female,0,No,No,21,One year,25.44,534.24,Electronic check,Fiber optic,No,Yes,Yes,No
C0307,Female,0,No,No,47,Month-to-month,114.87,5398.89,Bank transfer,DSL,No,Yes,Yes,Yes
C0308,Female,0,No,No,56,Two year,108.16,6056.96,Bank transfer,Fiber optic,No,No,Yes,Yes
C0309,Male,1,Yes,No,40,Month-to-month,111.57,4462.8,Credit card,Fiber optic,Yes,No,Yes,No
C0310,Male,0,No,No,35,Month-to-month,41.62,1456.7,Electronic check,Fiber optic,No,No,No,No
C0311,Female,0,No,Yes,49,One year,109.19,5350.31,Mailed check,DSL,No,No,Yes,Yes
C0312,Male,0,No,No,52,Month-to-month,72.99,3795.48,Bank transfer,No,Yes,Yes,Yes,Yes
C0313,Female,0,No,Yes,60,Two year,56.56,3393.6,Credit card,Fiber optic,Yes,No,Yes,Yes
C0314,Female,0,No,No,22,Month-to-month,50.24,1105.28,Credit card,Fiber optic,No,Yes,Yes,Yes
C0315,Female,0,No,No,17,Month-to-month,118.42,2013.14,Mailed check,Fiber optic,No,Yes,Yes,No
C0316,Male,0,No,No,15,Month-to-month,24.5,367.5,Mailed check,DSL,No,No,No,Yes
C0317,Male,0,No,No,44,One year,85.81,3775.64,Bank transfer,DSL,No,Yes,No,No
C0318,Female,0,Yes,Yes,6,One year,77.93,467.58,Electronic check,Fiber optic,No,Yes,Yes,No
C0319,Female,0,No,Yes,53,Month-to-month,41.87,2219.11,Credit card,DSL,No,Yes,No,Yes
C0320,Female,0,Yes,Yes,10,Month-to-month,28.7,287.0,Electronic check,Fiber optic,No,No,Yes,Yes
C0321,Female,0,Yes,Yes,22,One year,82.35,1811.7,Credit card,Fiber optic,Yes,Yes,Yes,No
C0322,Female,0,Yes,No,23,Month-to-month,40.75,937.25,Electronic check,DSL,No,No,Yes,Yes
C0323,Female,0,Yes,No,30,Two year,96.94,2908.2,Electronic check,Fiber optic,No,Yes,Yes,No
C0324,Female,1,No,Yes,52,Month-to-month,70.13,3646.76,Mailed check,DSL,Yes,No,Yes,Yes
C0325,Male,0,No,No,32,Month-to-month,92.46,2958.72,Electronic check,DSL,No,Yes,Yes,Yes
C0326,Female,0,No,No,17,Month-to-month,75.65,1286.05,Mailed check,No,No,No,Yes,No
C0327,Female,0,No,Yes,11,Month-to-month,53.22,585.42,Mailed check,DSL,Yes,No,Yes,No
C0328,Female,0,No,No,68,Month-to-month,111.29,7567.72,Credit card,DSL,No,No,Yes,Yes
C0329,Male,0,No,Yes,56,Month-to-month,46.1,2581.6,Credit card,DSL,No,No,Yes,Yes
C0330,Female,0,Yes,No,56,One year,35.05,1962.8,Mailed check,No,No,No,Yes,No
C0331,Female,0,No,No,67,Month-to-month,31.48,2109.16,Credit card,No,No,No,No,No
C0332,Female,1,No,Yes,4,Month-to-month,89.11,356.44,Electronic check,DSL,Yes,Yes,Yes,Yes
C0333,Female,0,Yes,Yes,38,One year,114.99,4369.62,Mailed check,DSL,No,No,Yes,No
C0334,Male,0,Yes,Yes,68,One year,30.59,2080.12,Mailed check,No,No,No,Yes,No
C0335,Male,0,Yes,No,5,Month-to-month,27.57,137.85,Bank transfer,Fiber optic,Yes,No,Yes,Yes
C0336,Male,0,No,No,39,Month-to-month,76.8,2995.2,Electronic check,DSL,No,No,No,Yes
C0337,Male,0,No,No,31,Month-to-month,89.2,2765.2,Bank transfer,Fiber optic,Yes,No,Yes,Yes
C0338,Female,0,No,Yes,8,Month-to-month,25.18,201.44,Electronic check,Fiber optic,Yes,No,Yes,Yes
C0339,Male,0,Yes,No,54,One year,98.15,5300.1,Mailed check,DSL,Yes,Yes,No,No
C0340,Male,0,Yes,No,20,Month-to-month,85.42,1708.4,Bank transfer,Fiber optic,Yes,No,No,No
C0341,Male,0,Yes,Yes,35,Month-to-month,55.47,1941.45,Electronic check,Fiber optic,No,No,No,Yes
C0342,Male,0,No,Yes,36,Month-to-month,87.58,3152.88,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes
C0343,Female,0,No,No,66,One year,43.14,2847.24,Credit card,Fiber optic,No,No,Yes,Yes
C0344,Female,0,No,No,30,One year,73.13,2193.9,Electronic check,Fiber optic,No,No,No,Yes
C0345,Male,0,No,No,4,One year,70.05,280.2,Mailed check,Fiber optic,Yes,No,Yes,Yes
C0346,Female,0,No,Yes,11,One year,89.67,986.37,Credit card,DSL,Yes,Yes,No,No
C0347,Male,1,Yes,Yes,11,Month-to-month,98.02,1078.22,Bank transfer,No,Yes,No,Yes,Yes
C0348,Female,1,Yes,No,47,Month-to-month,111.69,5249.43,Mailed check,Fiber optic,Yes,No,Yes,Yes
C0349,Female,1,Yes,Yes,41,Month-to-month,35.96,1474.36,Mailed check,DSL,Yes,Yes,No,No
C0350,Male,0,No,No,42,Two year,41.37,1737.54,Credit card,Fiber optic,Yes,No,No,Yes
C0351,Female,0,Yes,No,60,Month-to-month,117.38,7042.8,Bank transfer,Fiber optic,Yes,No,Yes,Yes
C0352,Female,0,No,No,13,Two year,100.56,1307.28,Credit card,DSL,Yes,No,No,No
C0353,Female,0,No,Yes,23,Month-to-month,95.25,2190.75,Credit card,DSL,No,No,Yes,Yes
C0354,Male,0,No,Yes,37,One year,35.39,1309.43,Credit card,DSL,Yes,Yes,Yes,No
C0355,Male,0,No,Yes,34,Month-to-month,84.15,2861.1,Bank transfer,DSL,No,No,Yes,No
C0356,Female,0,No,Yes,20,One year,102.44,2048.8,Mailed check,Fiber optic,Yes,No,Yes,No
C0357,Female,0,No,No,7,Month-to-month,36.91,258.37,Bank transfer,Fiber optic,No,No,No,Yes
C0358,Male,0,No,No,60,One year,70.07,4204.2,Bank transfer,Fiber optic,Yes,No,Yes,No
C0359,Male,1,Yes,No,65,One year,98.09,6375.85,Bank transfer,Fiber optic,No,No,Yes,Yes
C0360,Female,0,No,No,27,One year,80.32,2168.64,Electronic check,Fiber optic,No,No,Yes,Yes
C0361,Female,0,No,No,42,Month-to-month,85.04,3571.68,Credit card,DSL,Yes,No,Yes,Yes
C0362,Female,0,No,No,10,Month-to-month,45.86,458.6,Credit card,DSL,No,No,Yes,Yes
C0363,Female,0,No,No,15,Two year,77.69,1165.35,Mailed check,Fiber optic,No,Yes,Yes,Yes
C0364,Male,0,No,No,70,One year,49.34,3453.8,Electronic check,Fiber optic,No,No,No,Yes
C0365,Male,1,Yes,No,16,Month-to-month,86.18,1378.88,Credit card,Fiber optic,No,Yes,No,Yes
C0366,Male,0,No,Yes,15,Month-to-month,103.15,1547.25,Credit card,No,No,Yes,Yes,Yes
C0367,Male,0,No,No,17,One year,34.82,591.94,Electronic check,DSL,No,No,No,No
C0368,Female,1,No,No,45,Two year,42.57,1915.65,Bank transfer,Fiber optic,No,Yes,Yes,No
C0369,Male,0,No,Yes,20,One year,101.25,2025.0,Mailed check,DSL,Yes,No,No,No
C0370,Female,0,Yes,Yes,69,One year,89.34,6164.46,Mailed check,Fiber optic,No,No,Yes,No
C0371,Male,0,Yes,Yes,52,Month-to-month,99.65,5181.8,Bank transfer,DSL,Yes,No,Yes,Yes
C0372,Female,0,No,No,39,Two year,67.42,2629.38,Mailed check,DSL,Yes,Yes,No,No
C0373,Female,0,Yes,No,42,Month-to-month,117.7,4943.4,Bank transfer,Fiber optic,Yes,No,Yes,Yes
C0374,Female,0,No,No,43,Two year,72.97,3137.71,Mailed check,Fiber optic,No,No,No,No
C0375,Female,0,Yes,Yes,11,Month-to-month,75.05,825.55,Electronic check,Fiber optic,Yes,No,Yes,Yes
C0376,Male,0,No,No,30,Month-to-month,30.63,918.9,Electronic check,DSL,No,No,Yes,Yes
C0377,Male,0,Yes,Yes,38,Month-to-month,61.5,2337.0,Electronic check,Fiber optic,Yes,Yes,Yes,Yes
C0378,Female,0,Yes,Yes,1,Month-to-month,87.56,87.56,Bank transfer,DSL,No,No,Yes,Yes
C0379,Female,0,Yes,No,36,Month-to-month,27.93,1005.48,Credit card,Fiber optic,No,Yes,Yes,No
C0380,Male,1,No,No,39,Two year,95.51,3724.89,Credit card,Fiber optic,No,Yes,Yes,Yes
C0381,Female,0,Yes,No,1,Month-to-month,118.77,118.77,Bank transfer,DSL,Yes,No,No,Yes
C0382,Female,0,No,No,33,Month-to-month,98.59,3253.47,Electronic check,Fiber optic,Yes,No,Yes,Yes
C0383,Female,0,Yes,No,44,Month-to-month,79.95,3517.8,Bank transfer,No,Yes,Yes,Yes,Yes
C0384,Male,0,No,No,22,Month-to-month,113.54,2497.88,Bank transfer,Fiber optic,No,Yes,Yes,Yes
C0385,Male,0,Yes,No,9,Month-to-month,101.96,917.64,Bank transfer,No,No,Yes,No,Yes
C0386,Female,0,No,Yes,10,Month-to-month,58.67,586.7,Credit card,DSL,Yes,No,Yes,Yes
C0387,Male,1,Yes,Yes,67,Month-to-month,77.39,5185.13,Electronic check,Fiber optic,No,No,No,No
C0388,Male,0,No,No,44,Month-to-month,114.6,5042.4,Electronic check,No,Yes,Yes,Yes,Yes
C0389,Male,0,Yes,No,23,Two year,88.43,2033.89,Mailed check,No,Yes,Yes,Yes,No
C0390,Female,1,No,No,32,Month-to-month,61.54,1969.28,Bank transfer,DSL,Yes,Yes,Yes,Yes
C0391,Female,0,No,Yes,45,Month-to-month,29.7,1336.5,Mailed check,DSL,No,No,Yes,No
C0392,Male,0,Yes,No,55,One year,119.25,6558.75,Electronic check,DSL,No,No,Yes,Yes
C0393,Female,0,Yes,No,19,Month-to-month,93.09,1768.71,Electronic check,Fiber optic,No,No,No,Yes
C0394,Male,1,No,Yes,40,Month-to-month,60.27,2410.8,Credit card,Fiber optic,No,Yes,No,Yes
C0395,Male,0,Yes,No,26,Two year,119.15,3097.9,Bank transfer,DSL,Yes,No,Yes,No
C0396,Female,0,No,No,21,Month-to-month,75.35,1582.35,Mailed check,Fiber optic,Yes,No,Yes,Yes
C0397,Male,0,No,No,57,One year,93.5,5329.5,Electronic check,Fiber optic,No,Yes,Yes,Yes
C0398,Female,0,Yes,Yes,41,Month-to-month,48.56,1990.96,Bank transfer,Fiber optic,Yes,No,No,No
C0399,Female,0,Yes,No,35,Two year,39.63,1387.05,Mailed check,DSL,No,No,No,No
C0400,Male,0,No,Yes,1,Month-to-month,36.46,36.46,Electronic check,DSL,No,Yes,Yes,Yes
C0401,Male,0,Yes,No,39,One year,97.27,3793.53,Bank transfer,Fiber optic,No,Yes,Yes,No
C0402,Male,0,Yes,Yes,4,Month-to-month,53.28,213.12,Bank transfer,Fiber optic,No,No,No,Yes
C0403,Male,1,No,No,8,One year,51.97,415.76,Mailed check,DSL,Yes,Yes,No,Yes
C0404,Male,0,Yes,No,52,Month-to-month,88.05,4578.6,Electronic check,No,No,No,Yes,Yes
C0405,Male,0,No,Yes,50,Month-to-month,25.45,1272.5,Bank transfer,DSL,No,No,No,No
C0406,Male,0,Yes,No,64,One year,59.83,3829.12,Electronic check,DSL,No,No,No,No
C0407,Male,0,No,No,49,One year,84.16,4123.84,Bank transfer,DSL,No,No,Yes,No
C0408,Female,0,Yes,Yes,63,Two year,107.13,6749.19,Mailed check,Fiber optic,Yes,No,Yes,No
C0409,Male,0,No,Yes,26,Month-to-month,50.6,1315.6,Credit card,DSL,Yes,Yes,Yes,No
C0410,Male,0,Yes,No,20,Month-to-month,98.32,1966.4,Mailed check,No,No,No,Yes,Yes
C0411,Male,0,No,No,27,Two year,41.77,1127.79,Electronic check,DSL,Yes,No,No,No
C0412,Female,1,Yes,No,48,Two year,102.96,4942.08,Electronic check,Fiber optic,Yes,No,No,Yes
C0413,Female,0,Yes,No,50,Month-to-month,52.61,2630.5,Bank transfer,DSL,Yes,No,Yes,No
C0414,Male,0,No,No,61,Month-to-month,21.07,1285.27,Electronic check,Fiber optic,No,Yes,Yes,Yes
C0415,Male,0,No,No,64,Month-to-month,33.84,2165.76,Credit card,No,Yes,Yes,No,No
C0416,Male,0,No,No,16,Two year,87.35,1397.6,Bank transfer,DSL,Yes,Yes,No,No
C0417,Female,1,No,Yes,20,Month-to-month,57.64,1152.8,Bank transfer,Fiber optic,No,No,Yes,Yes
C0418,Male,0,Yes,No,38,One year,107.62,4089.56,Electronic check,Fiber optic,Yes,No,Yes,No
C0419,Male,0,No,No,55,Month-to-month,119.43,6568.65,Electronic check,DSL,Yes,Yes,Yes,No
C0420,Female,0,No,No,61,Month-to-month,106.14,6474.54,Bank transfer,No,Yes,No,Yes,Yes
C0421,Female,0,Yes,Yes,65,Two year,59.86,3890.9,Bank transfer,No,Yes,No,No,No
C0422,Female,0,No,No,27,Month-to-month,50.78,1371.06,Bank transfer,DSL,Yes,Yes,Yes,No
C0423,Female,0,Yes,No,29,One year,73.7,2137.3,Mailed check,No,Yes,No,No,No
C0424,Male,0,Yes,No,56,Month-to-month,52.63,2947.28,Mailed check,DSL,No,Yes,No,No
C0425,Female,1,No,No,61,Month-to-month,41.23,2515.03,Bank transfer,DSL,No,No,Yes,Yes
C0426,Male,0,No,No,46,Two year,95.45,4390.7,Electronic check,Fiber optic,No,No,Yes,No
C0427,Male,1,No,No,54,Month-to-month,60.15,3248.1,Electronic check,Fiber optic,Yes,Yes,No,Yes
C0428,Male,0,Yes,No,55,Month-to-month,114.78,6312.9,Bank transfer,DSL,No,Yes,No,No
C0429,Female,0,Yes,No,29,Month-to-month,113.81,3300.49,Bank transfer,No,No,No,No,No
C0430,Female,0,Yes,No,10,Month-to-month,79.65,796.5,Bank transfer,No,Yes,Yes,Yes,Yes
C0431,Male,0,Yes,No,32,Month-to-month,102.4,3276.8,Credit card,DSL,No,No,Yes,Yes
C0432,Female,0,No,No,63,One year,105.37,6638.31,Credit card,Fiber optic,Yes,Yes,Yes,No
C0433,Female,0,Yes,Yes,2,Month-to-month,44.56,89.12,Mailed check,No,Yes,Yes,Yes,No
C0434,Male,0,Yes,Yes,24,Month-to-month,107.66,2583.84,Mailed check,Fiber optic,Yes,No,Yes,No
C0435,Female,0,No,No,47,Two year,24.96,1173.12,Credit card,DSL,No,Yes,No,No
C0436,Female,0,Yes,No,53,Month-to-month,111.72,5921.16,Bank transfer,Fiber optic,Yes,No,Yes,No
C0437,Male,0,No,No,7,Month-to-month,74.46,521.22,Mailed check,DSL,No,No,Yes,Yes
C0438,Female,0,Yes,Yes,16,Month-to-month,86.17,1378.72,Electronic check,DSL,Yes,No,Yes,No
C0439,Female,0,Yes,Yes,2,Month-to-month,67.51,135.02,Mailed check,No,No,No,Yes,Yes
C0440,Male,0,No,No,23,Month-to-month,33.84,778.32,Credit card,Fiber optic,No,No,Yes,Yes
C0441,Female,0,No,No,6,Month-to-month,37.84,227.04,Credit card,DSL,No,No,Yes,No
C0442,Female,0,Yes,Yes,48,Month-to-month,88.04,4225.92,Electronic check,DSL,No,No,No,Yes
C0443,Female,1,No,Yes,21,Two year,90.43,1899.03,Mailed check,No,No,Yes,Yes,Yes
C0444,Male,0,Yes,No,17,Month-to-month,50.28,854.76,Mailed check,Fiber optic,No,No,Yes,Yes
C0445,Male,0,No,No,12,One year,79.17,950.04,Electronic check,DSL,No,No,No,No
C0446,Male,0,Yes,No,8,One year,58.56,468.48,Credit card,Fiber optic,No,No,No,Yes
C0447,Male,0,No,Yes,1,One year,103.64,103.64,Mailed check,No,Yes,No,Yes,Yes
C0448,Male,0,No,Yes,21,Month-to-month,81.42,1709.82,Electronic check,DSL,No,No,Yes,Yes
C0449,Male,0,No,No,52,Month-to-month,118.12,6142.24,Bank transfer,Fiber optic,No,No,Yes,No
C0450,Male,0,Yes,No,18,Month-to-month,59.33,1067.94,Mailed check,Fiber optic,No,Yes,No,Yes
C0451,Female,0,Yes,Yes,52,Two year,106.86,5556.72,Mailed check,Fiber optic,No,Yes,Yes,No
C0452,Male,0,Yes,No,54,Month-to-month,29.56,1596.24,Mailed check,Fiber optic,Yes,Yes,Yes,No
C0453,Female,0,Yes,No,58,Month-to-month,29.96,1737.68,Mailed check,DSL,No,Yes,No,Yes
C0454,Female,0,No,No,23,One year,96.63,2222.49,Electronic check,Fiber optic,No,No,No,Yes
C0455,Male,0,Yes,Yes,7,One year,87.64,613.48,Bank transfer,DSL,Yes,No,Yes,No
C0456,Female,0,No,No,40,Month-to-month,115.21,4608.4,Mailed check,DSL,No,No,No,No
C0457,Female,0,Yes,No,9,Month-to-month,111.32,1001.88,Electronic check,Fiber optic,No,Yes,No,Yes
C0458,Male,0,Yes,Yes,38,Month-to-month,53.22,2022.36,Electronic check,Fiber optic,No,No,Yes,Yes
C0459,Female,0,Yes,No,10,Month-to-month,118.29,1182.9,Credit card,Fiber optic,No,No,Yes,Yes
C0460,Female,0,No,Yes,63,One year,47.4,2986.2,Credit card,Fiber optic,No,Yes,Yes,No
C0461,Female,0,No,No,39,One year,31.82,1240.98,Mailed check,No,No,No,No,No
C0462,Female,0,Yes,No,68,Month-to-month,20.74,1410.32,Credit card,Fiber optic,No,Yes,Yes,Yes
C0463,Male,0,No,No,57,One year,106.44,6067.08,Mailed check,Fiber optic,No,Yes,No,No
C0464,Male,1,Yes,No,55,Month-to-month,92.69,5097.95,Bank transfer,No,Yes,Yes,Yes,No
C0465,Female,0,Yes,No,19,Month-to-month,39.27,746.13,Bank transfer,DSL,Yes,No,Yes,No
C0466,Female,0,Yes,Yes,55,Two year,68.52,3768.6,Credit card,DSL,No,No,No,No
C0467,Male,0,Yes,No,30,Month-to-month,22.18,665.4,Mailed check,Fiber optic,Yes,No,No,Yes
C0468,Female,0,No,No,62,Month-to-month,73.55,4560.1,Mailed check,Fiber optic,Yes,No,No,No
C0469,Female,0,Yes,No,20,Month-to-month,109.04,2180.8,Bank transfer,DSL,No,Yes,No,Yes
C0470,Male,0,No,No,40,Month-to-month,63.96,2558.4,Electronic check,Fiber optic,Yes,Yes,Yes,Yes
C0471,Male,0,Yes,No,66,Two year,87.97,5806.02,Bank transfer,Fiber optic,No,No,No,No
C0472,Male,1,No,No,39,Two year,115.58,4507.62,Electronic check,DSL,No,Yes,Yes,Yes
C0473,Female,0,Yes,No,51,Month-to-month,49.54,2526.54,Bank transfer,DSL,No,Yes,No,Yes
C0474,Male,0,Yes,Yes,15,Month-to-month,53.58,803.7,Electronic check,Fiber optic,No,Yes,No,Yes
C0475,Male,0,No,No,62,Month-to-month,71.29,4419.98,Electronic check,No,Yes,No,No,No
C0476,Female,1,Yes,No,71,Month-to-month,33.14,2352.94,Bank transfer,DSL,No,No,Yes,No
C0477,Male,0,Yes,No,64,Month-to-month,52.1,3334.4,Mailed check,Fiber optic,No,Yes,No,No
C0478,Male,0,No,No,12,Two year,91.12,1093.44,Bank transfer,DSL,No,No,No,No
C0479,Female,0,No,Yes,34,Month-to-month,79.61,2706.74,Mailed check,Fiber optic,Yes,No,Yes,No
C0480,Male,0,No,Yes,51,Month-to-month,39.91,2035.41,Bank transfer,DSL,No,No,Yes,No
C0481,Male,0,No,No,9,Month-to-month,56.67,510.03,Electronic check,Fiber optic,No,No,No,Yes
C0482,Female,0,Yes,No,40,Month-to-month,94.66,3786.4,Electronic check,DSL,No,Yes,Yes,Yes
C0483,Male,0,Yes,Yes,43,Two year,64.42,2770.06,Electronic check,DSL,No,No,No,No
C0484,Male,0,Yes,No,12,Month-to-month,65.8,789.6,Credit card,Fiber optic,No,No,Yes,Yes
C0485,Female,0,No,No,34,Month-to-month,22.71,772.14,Credit card,Fiber optic,Yes,No,Yes,Yes
C0486,Female,0,No,Yes,17,Month-to-month,36.36,618.12,Credit card,DSL,No,Yes,No,No
C0487,Male,0,No,Yes,52,Month-to-month,100.68,5235.36,Bank transfer,DSL,No,Yes,No,No
C0488,Female,0,Yes,No,16,Month-to-month,34.55,552.8,Bank transfer,No,No,No,Yes,No
C0489,Female,0,Yes,No,58,One year,41.99,2435.42,Credit card,Fiber optic,No,Yes,Yes,Yes
C0490,Male,1,Yes,No,9,Two year,105.82,952.38,Electronic check,DSL,No,No,No,No
C0491,Male,0,Yes,Yes,21,Month-to-month,54.78,1150.38,Bank transfer,DSL,Yes,No,No,No
C0492,Female,0,Yes,No,67,Month-to-month,29.7,1989.9,Mailed check,DSL,No,No,No,Yes
C0493,Male,0,No,Yes,49,Month-to-month,111.39,5458.11,Mailed check,No,No,No,No,Yes
C0494,Female,1,Yes,No,16,Month-to-month,79.77,1276.32,Electronic check,No,No,No,Yes,Yes
C0495,Female,0,No,No,46,Two year,55.19,2538.74,Mailed check,Fiber optic,No,Yes,Yes,No
C0496,Male,0,No,No,31,One year,72.71,2254.01,Credit card,Fiber optic,No,No,No,No
C0497,Female,0,Yes,Yes,28,Month-to-month,40.29,1128.12,Electronic check,No,No,Yes,No,No
C0498,Male,1,No,No,5,Two year,88.94,444.7,Bank transfer,DSL,No,Yes,No,Yes
C0499,Female,0,Yes,No,67,One year,52.23,3499.41,Mailed check,Fiber optic,Yes,No,No,No
C0500,Female,0,No,No,1,Month-to-month,115.39,115.39,Credit card,DSL,No,No,Yes,Yes
C0501,Female,0,Yes,No,35,Two year,42.23,1478.05,Bank transfer,DSL,No,Yes,No,No
C0502,Male,0,Yes,Yes,43,Two year,36.54,1571.22,Bank transfer,DSL,No,No,Yes,No
C0503,Female,0,No,Yes,48,One year,110.7,5313.6,Credit card,DSL,No,No,No,No
C0504,Female,0,Yes,Yes,36,Month-to-month,30.47,1096.92,Bank transfer,Fiber optic,No,Yes,Yes,Yes
C0505,Male,0,Yes,Yes,52,Two year,55.41,2881.32,Bank transfer,Fiber optic,No,No,No,No
C0506,Male,0,No,No,60,One year,103.24,6194.4,Bank transfer,No,Yes,No,No,No
C0507,Female,0,Yes,No,2,Month-to-month,98.07,196.14,Bank transfer,No,Yes,No,Yes,Yes
C0508,Male,0,No,No,43,Month-to-month,107.47,4621.21,Electronic check,Fiber optic,Yes,Yes,Yes,Yes
C0509,Female,1,No,No,42,Month-to-month,57.53,2416.26,Mailed check,Fiber optic,Yes,No,Yes,Yes
C0510,Female,0,No,No,58,Month-to-month,101.97,5914.26,Credit card,No,Yes,Yes,No,No
C0511,Female,0,Yes,Yes,69,Two year,116.44,8034.36,Bank transfer,DSL,Yes,Yes,Yes,No
C0512,Female,0,No,Yes,3,One year,61.62,184.86,Electronic check,DSL,No,No,Yes,No
C0513,Male,0,No,No,69,Month-to-month,90.86,6269.34,Bank transfer,Fiber optic,Yes,Yes,No,Yes
C0514,Male,0,No,No,57,Two year,63.21,3602.97,Mailed check,Fiber optic,No,No,Yes,No
C0515,Female,1,Yes,No,52,Month-to-month,107.35,5582.2,Credit card,DSL,Yes,No,Yes,No
C0516,Male,0,No,Yes,19,Month-to-month,96.24,1828.56,Mailed check,DSL,Yes,Yes,Yes,No
C0517,Female,0,Yes,No,33,Month-to-month,93.22,3076.26,Electronic check,DSL,No,No,Yes,Yes
C0518,Male,1,No,No,13,Month-to-month,74.12,963.56,Electronic check,DSL,No,Yes,No,No
